"ID";"okres";"kraj";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"sur_x";"sur_y";"tel_predvobla";"tel_cislo";"tel_cislo2";"tel_cislo3";"fax_cislo";"email";"email2";"email3";"adresa_www";"kod_kodsko";"postih";"postih1_nazov";"postih2_nazov";"postih3_nazov";"postih4_nazov"
"900";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nádraná 955";"Partizánske";"95801";"18,3662";"48,6232";"038";"7492457";"0918890642";;"7492457";"zsnadpe@gmail.com";;;"www.zsnadpe.edu.sk";"036125661";;;;;
"901";"Partizánske";"Trenèiansky";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Nám. SNP 32";"Partizánske";"95801";"18,3791";"48,6224";"038";"7492560";"0915766528";"0907747004";"7492560";"zuspartizanske@nextra.sk";"zuspartizanske@nextra.sk";;"www.zuspartizanske.sk";"036128261";;;;;
"902";"Partizánske";"Trenèiansky";"Obec";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola Jána Antonína Bau";"Námestie SNP 5";"Partizánske";"95823";"18,3743";"48,6258";"038";"7479112";;;"7479126";"spojskolape@spspart.sk";"katarina.hartmannova@spspart.sk";;"https://sospe.edupage.org/";"050424891";;;;;
"903";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola R.Jašíka";"Obuvnícka 23";"Partizánske";"95801";"18,3835";"48,6254";"038";"7492802";"0904958864";;"7492802";"admin@zsobuvpe.edu.sk";"admin@zsobuvpe.edu.sk";;"www.zsrjasika.sk";"036125601";;;;;
"904";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Športovcov 21";"Partizánske";"95804";"18,351";"48,6287";"038";"7409559";"0907863009";;"7409559";"skola@zsvbielice.edu.sk";"skola@zsvbielice.edu.sk";;"www.zsvbielice.edupage.org";"036125679";;;;;
"905";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾ká Okruná 19";"Partizánske";"95801";"18,3582";"48,6223";"038";"7499180";"0905505113";"7492106";"7499180";"zsvopar@zsvopar.edu.sk";"benuskovaj@gmail.com";;"www.zsvopar.edu.sk";"034017011";;;;;
"906";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Skaèany 539";"Skaèany";"95853";"18,3786";"48,661";"038";"7488181";"0908136032";;"7488367";"zs.skacany@gmail.com";"zs.skacany@gmail.com";;"www.zsskacany.edupage.org";"036125644";;;;;
"907";"Partizánske";"Trenèiansky";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ Ars Akademy";"Ve¾ké Uherce 137";"Ve¾ké Uherce";"95841";"18,4357";"48,612";"038";"7486051";"0911126251";"0911624345";"7486051";"info@arsakademy.sk";;;"www.arsakademy.sk";"710202385";;;;;
"908";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ve¾ké Uherce 145";"Ve¾ké Uherce";"95841";"18,4358";"48,612";"038";"7486217";"0905282067";;"7486217";"zsvuherce@zsvuherce.edu.sk";"zsvuherce@zsvuherce.edu.sk";;"www.zsvuherce.edu.sk";"036125709";;;;;
"909";"Partizánske";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ve¾kı Klí 106";"Ve¾kı Klí";"95845";"18,3669";"48,5515";"038";"5429249";"0907044188";;;"zsvelkykliz@inmail.sk";"jana.hudokova@centrum.sk";;;"710057652";;;;;
"910";"Partizánske";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 219";"abokreky nad Nitrou";"95852";"18,3027";"48,6262";;"5421361.62";"0908736224";"5421116";"5421116";"skola@zszabokrekynn.edu.sk";"skola@zszabokrekynn.edu.sk";;"ww.zsmszabokrekynn.edupage.org";"036125695";;;;;
"911";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Brvnište 388";"Brvnište";"01812";"18,4267";"49,214";"042";"4393282";;"4262140";"4393282";"zsbrvniste@stonline.sk";;;"www.zsbrvniste.edupage.org";"042285755";;;;;
"912";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Dolná Mariková 470";"Dolná Mariková";"01802";"18,3568";"49,2086";"042";"4356173";"0908700364";"0910267162";"4356173";"zsdmarikova@stonline.sk";;;"www.dmarikova.edu.sk";"036125822";;;;;
"913";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Domania 103";"Domania";"01816";"18,552";"49,0452";"042";"4394541";;;;"zs@zsdomaniza.edu.sk";;;"www.zsdomaniza.edu.sk";"036125814";;;;;
"914";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jasenica 214";"Jasenica";"01817";"18,4503";"49,1799";"042";"4385124";"0907099334";;;"skola@zsjasenica.edu.sk";"skola@zsjasenica.edu.sk";;"www.zsjasenica.edu.sk";"710059302";;;;;
"915";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Papradno 312";"Papradno";"01813";"18,4103";"49,2299";"042";"4393361";;"4261307";"4261308";"zs@zspapradno.edu.sk";;;"www.zspapradno.edupage.sk";"051279118";;;;;
"916";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základ. škola D.Tatarku";"Plevník - Drienové 284";"Plevník - Drienové";"01826";"18,4993";"49,1687";"042";"4382185";"0908032704";;"4262588";"zsplevnik@centrum.sk";"dsmatanikova@centrum.sk";"apiackova@centrum.sk";"www.zsplevnik.estranky.sk";"031202365";;;;;
"917";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"ZUŠ Imra Wienera Krá¾a";"Jesenského 10";"Povaská Bystrica";"01701";"18,4332";"49,1202";"042";"4322509";"4261826";"4261827";"4322509";"zus-iwk@poazska-bystrica.sk";;;"www.zusiwk.sk";"035995939";;;;;
"918";"Povaská Bystrica";"Trenèiansky";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Jesenského 6";"Povaská Bystrica";"01744";"18,4353";"49,1187";"042";"4323842";;;"4327286";"sekretariat@oapb.sk";"peter.bologa@oapb.tsk.sk";;"www.oapb.edu.sk";"000162086";;;;;
"919";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"m. è. Milochov 224";"Povaská Bystrica";"01706";"18,4144";"49,1415";"042";"4384140";;;;"skola.milochov@centrum.sk";"skola.milochov@centrum.sk";;;"710059361";;;;;
"920";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"m. è. Povaská Teplá 181";"Povaská Bystrica";"01705";"18,4765";"49,1434";"042";"4381192";;;"4381192";"zspovazskatepla@stonline.sk";"zspovazskatepla@stonline.sk";;"www.zspovazskatepla.edupage.or";"035996056";;;;;
"921";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 2";"Povaská Bystrica";"01701";"18,4409";"49,1169";"042";"4321240";;;"4321240";"zus-mrs@povazska-bystrica.sk";;;;"035996064";;;;;
"922";"Povaská Bystrica";"Trenèiansky";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"M. R. Štefánika 27";"Povaská Bystrica";"01701";"18,4371";"49,1192";"042";"4331617";"0911270458";;"4331617";"zivena.skola@centrum.sk";"dondrasikova@centrum.sk";;"www.gymnziveny.edupage.org";"042142741";;;;;
"923";"Povaská Bystrica";"Trenèiansky";"Súkromník";"Obchodná akadémia";"Slovenskı a Anglickı bil.";"Stredná odborná škola";"Súkr. obchodná akadémia";"M. R. Štefánika 27";"Povaská Bystrica";"01701";"18,4372";"49,1192";"042";"4331617";"0911270458";;"4331617";"zivena.skola@centrum.sk";"dondrasikova@centrum.sk";;"www.obchodakziveny.edupage.org";"042142750";;;;;
"924";"Povaská Bystrica";"Trenèiansky";"Súkromník";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Súkromná hotel.akadémia";"M. R. Štefánika 27";"Povaská Bystrica";"01701";"18,4373";"49,1192";"042";"4331617";"0911270458";;"4331617";"zivena.skola@centrum.sk";"dondrasikova@centrum.sk";;"www.hotelakziveny.edupage.org";"042142768";;;;;
"925";"Povaská Bystrica";"Trenèiansky";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"M. R. Štefánika 9";"Povaská Bystrica";"01701";"18,4402";"49,1169";"042";"4320062";"0907776590";"0911840897";"4261008";"szussk@stonline.sk";"riaditel@zuskardos.sk";;"www.szuskardos.sk";"036127159";;;;;
"926";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"m.è. Pova.Podhradie 169";"Povaská Bystrica";"01704";"18,4582";"49,1411";"042";"4326878";;;;"zspp@zspodhradpb.edu.sk";"riaditel@zspodhradpb.edu.sk";;"www.zspodhradpb.edu.sk";"710059370";;;;;
"927";"Povaská Bystrica";"Trenèiansky";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Zákl.škola sv.Augustína";"Moyzesova 1";"Povaská Bystrica";"01701";"18,4521";"49,118";"042";"4325866";"0902208246";"0948514611";"4325866";"svaugustin@slovanet.sk";"zastupca@zsmoyzespb.edu.sk";"zastupca@zsmoyzespb.edu.sk";"www.zssvaug.php5.sk";"017054389";"1";"narušená komunikácia (reèovı)";;;
"928";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nemocnièná 2";"Povaská Bystrica";"01701";"18,4556";"49,1059";"042";"4261757";;"4321297";"4321297";"1zs@povazska-bystrica.sk";;;"www.zsnemocnicna.edupage.org";"035995998";;;;;
"929";"Povaská Bystrica";"Trenèiansky";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdravotnícka škola";"Školská 230";"Povaská Bystrica";"01701";"18,4323";"49,1189";"042";"4321446";;;"4326825";"maria.gaborikova@soszpb.tsk.sk";"maria.jandova@soszpb.tsk.sk";;"www.szspb.tsk.sk";"000607002";;;;;
"930";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sídl. Rozkvet 2047";"Povaská Bystrica";"01701";"18,4435";"49,1086";"042";"4325994";"4325333";;"4325333";"8zs@povazska-bystrica.sk";"riaditelka@zsrozkvetpb.sk";;"www.zsrozkvetpb.edu.sk";"036129852";;;;;
"931";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sídl. SNP 1484";"Povaská Bystrica";"01707";"18,4716";"49,1001";"042";"4261286";"0908655480";"4261287";"4261288";"6zs@povazka-bystrica.sk";"6zs@povazka-bystrica.sk";;"www.sestka.sk";"035995963";;;;;
"932";"Povaská Bystrica";"Trenèiansky";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre iakov s autizmom";"Slovenskı";"Špeciálna základná škola";"ZŠ pre iakov sautizmom";"Sídl. SNP 152";"Povaská Bystrica";"01701";"18,4716";"49,1009";"042";"4261427";"0910955342";;"4328463";"pristachova.d@ziznam.sk";"pristachova.d@ziznam.sk";;;"710228481";"syndróm autizmu";;;;
"933";"Povaská Bystrica";"Trenèiansky";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Praktická škola - ŠZŠI";"Sídl. SNP 152";"Povaská Bystrica";"01701";"18,4717";"49,1009";"042";"4261427";"0910955341";;"4328463";"spzaklsk@stonline.sk";"dusansaksa@centrum.sk";;"www.szssnppb.edu.sk";"710166907";;;;;
"934";"Povaská Bystrica";"Trenèiansky";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna ZŠ internátna";"Sídl. SNP 152";"Povaská Bystrica";"01701";"18,4718";"49,1009";"042";"4261427";"0910955341";"0910955342";"4328463";"spzaklsk@stonline.sk";"dusansaksa@centrum.sk";"pristachova.d@zoznam.sk";"www.szssnppb.edu.sk";"031116175";"mentálny";;;;
"935";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sídl. Stred 1";"Povaská Bystrica";"01701";"18,4496";"49,1189";"042";"4323642";"4323225";;;"4zs@povazska-bystrica.sk";;;"www.zsstredpb.edupage.org";"035995947";;;;;
"936";"Povaská Bystrica";"Trenèiansky";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Slov. partizánov 49";"Povaská Bystrica";"01701";"18,4436";"49,1149";"042";"4323766";"0905767569";;"4322281";"sospb@sospb.edu.sk";"sospb@sospb.edu.sk";;"www.sou.edupage.org";"042141443";;;;;
"937";"Povaská Bystrica";"Trenèiansky";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stred.priemyselná škola";"Slov. partizánov 52";"Povaská Bystrica";"01701";"18,4453";"49,1135";"042";"4321268";"0908729948";;"4323052";"riaditel@spspb.edu.sk";"riaditel@spspb.edu.sk";;"www.spspb.edu.sk";"000161594";;;;;
"939";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slov. partizánov 53";"Povaská Bystrica";"01701";"18,446";"49,1143";"042";"4261778";;;"4326778";"skola@piatazs.sk";"riaditelka@piatazs.sk";;"www.piatazs.sk";"031202349";"1";"intelektové nadanie";;;
"940";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slovanská 7";"Povaská Bystrica";"01707";"18,4697";"49,0971";"042";"4261647";"0915182907";;"4261648";"7zs@stonline.sk";"7zs@zsslovanpb.edu.sk";;"www.zsslovanpb.edupage.org";"035995955";;;;;
"941";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 10";"Povaská Bystrica";"01701";"18,4337";"49,1188";"042";"4322788";;"4262333";"4322788";"3zs@povazska-bystrica.sk";;;"www.zsskolpb.edu.sk";"031202331";;;;;
"942";"Povaská Bystrica";"Trenèiansky";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Školská 8";"Povaská Bystrica";"01701";"18,4346";"49,1193";"042";"4321530";"0915764824";;"4321907";"info@gympx.edu.sk";"vydrova@gympx.edu.sk";;"www.gympb.sk";"000160741";;;;;
"943";"Povaská Bystrica";"Trenèiansky";"Samosprávny kraj";"SOŠ strojnícka";"Slovenskı";"Stredná odborná škola";"SOŠ strojnícka";"Športovcov 2";"Povaská Bystrica";"01749";"18,4336";"49,1177";"042";"4326404";"0905603311";;"4326078";"soustrojpb@sossportpb.tsk.sk";"anna.ozabalova@sossportpb.tsk.sk";;"www.soujpd.edupage.org";"017050561";;;;;
"944";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Preèín 106";"Preèín";"01815";"18,5201";"49,0856";"042";"4397054";"0907745196";;"4397054";"zsprecin@zspreci.edu.sk";;;;"710059396";;;;;
"945";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Štefana Závodníka";"Pruina 408";"Pruina";"01822";"18,4747";"49,0168";"042";"4358745";"0910821413";;"4358745";"pruzinazs@gmail.com";"pruzinazs@gmail.com";"pruzinazs@gmail.com";"www.pruzinazs.webnode.sk";"031202357";;;;;
"946";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Slopná 96";"Slopná";"01821";"18,4071";"49,0504";"042";"4353298";;;;"skola@zsslopna.edu.sk";"riaditel@zsslopna.edu.sk";;;"710059337";;;;;
"947";"Povaská Bystrica";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sverepec 240";"Sverepec";"01701";"18,4052";"49,0787";"042";"4323304";"0915956372";;"4323304";"skolasverepec@centrum.sk";"skolasverepec@centrum.sk";;;"036131644";;;;;
"949";"Povaská Bystrica";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Udièa 248";"Udièa";"01801";"18,3993";"49,1651";"042";"4383181";"0907702892";"0908230737";"4261656";"zs.udica@stonline.sk";"zs.udica@stonline.sk";;"www.zsmsudica.edupage.org";"036129798";;;;;
"950";"Prievidza";"Trenèiansky";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Sládkovièova 12";"Bojnice";"97201";"18,5829";"48,7787";"046";"5430594";"0905319301";"0905263475";"5402123";"zusvbojniciach@zusvbojniciach.sk";"zusvbojniciach@zusvbojniciach.sk";;"www.zusbojnice.edupage.org";"036126837";;;;;
"951";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 7";"Bojnice";"97201";"18,584";"48,7826";"046";"5186152";"5186153";"5186153";"5186152";"zsmsboj@stonline.sk";"riaditelkaskoly@centrum.sk";"zsmsboj@stonline.sk";"www.zsmsbojnice.stranka.info";"031201628";;;;;
"952";"Prievidza";"Trenèiansky";"Krajskı úrad, Okresnı úrad";"OU pri špec. vıchov. zariadení";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište RC";"Chalmovská 1";"Bystrièany";"97245";"18,5147";"48,66";"046";"5493107";;;"5493246";"reedgkao@mail.t-com.sk";;;;"710164424";;;;;
"953";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"M. Nešporu 1";"Bystrièany";"97245";"18,514";"48,6597";"046";"5493235";"0905210234";;;"riaditelstvo@zsbystricany.edu.sk";"kamil.steiner@zsbystricany.edu.sk";"ivana.placha@zsbystricany.edu.sk";"www.zsbystricany.edupage.org";"036126659";;;;;
"954";"Prievidza";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Cige¾ 276";"Cige¾";"97101";"18,6441";"48,7127";"046";"5484139";"0904856503";"0915996609";;"zsmscigel@zoznam.sk";"zsmscigel@zoznam.sk";;"www.zscigel@edu.sk";"037913743";;;;;
"955";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èavoj 35";"Èavoj";"97229";"18,4866";"48,8828";"046";"5450122";"0902343407";;"5450122";"zscavoj@pobox.sk";"maria.w@pobox.sk";;;"036126667";;;;;
"956";"Prievidza";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 23";"Èereòany";"97246";"18,4849";"48,6419";"046";"5495150";;;;"zscerenany@centrum.sk";"zscerenany@centrum.sk";;"www.zscerenany.edu.sk";"042019877";;;;;
"957";"Prievidza";"Trenèiansky";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Diviacka Nová Ves 260";"Diviacka Nová Ves";"97224";"18,4949";"48,7471";"046";"5464056";"0902247579";;"5464111";"zsdivnves@pobox.sk";"slomkowska@post.sk";;"www.zssmsdnv.szm.sk";"037915380";;;;;
"958";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Diviaky nad Nitricou 121";"Diviaky nad Nitricou";"97225";"18,4924";"48,7667";"046";"5464096";"0908514162";"0914233288";"5464096";"riaditelstvo@zsdini.edu.sk";"kusag@atlas.sk";"gabikapa@post.sk";"www.zsdini.edu.sk";"036126683";;;;;
"959";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"¼. Štúra 1";"Dolné Vestenice";"97223";"18,3963";"48,7042";"046";"5498034";"0904156957";"0908061836";"5498126";"skola@zsdvestenice.edu.sk";"sladkayova@azet.sk";"helap@azet.sk";"www.zsdvestenice.edupage.org";"036126691";;;;;
"960";"Prievidza";"Trenèiansky";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium Ivana Bellu";"Lipová 15";"Handlová";"97251";"18,7547";"48,732";"046";"5475336";"0905727565";;"5475843";"gymhandl@gymnovha.edu.sk";"gymhandl@gymnovha.edu.sk";;"www.gymnovha.edu.sk";"000160601";;;;;
"961";"Prievidza";"Trenèiansky";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Lipová 8";"Handlová";"97251";"18,7629";"48,7322";"046";"5475338";"0918863048";;"5475228";"sekretariát@zssha.edu.sk";"barborka@zssha.edu.sk";;"www.ssha.edu.sk";"042024471";;;;;
"962";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierové námestie 27";"Handlová";"97251";"18,7615";"48,7342";"046";"5477111";"0918366912";"0903270841";;"zsmnh@zsmierha.edu.sk";;;"www.zsmnha.edupage.org";"036126926";;;;;
"963";"Prievidza";"Trenèiansky";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Morovnianska 55";"Handlová";"97251";"18,7535";"48,7355";"046";"5476498";"0908553169";;"5475541";"zsmchandlova@pobox.sk";"zsmchandlova@pobox.sk";;"www.zsmchandlova.edupage.org";"031201784";;;;;
"964";"Prievidza";"Trenèiansky";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Nám. baníkov 20";"Handlová";"97251";"18,7609";"48,728";"046";"5472188";"0905982076";;"5475356";"szsha@mail.t-com.sk";"trginova@zoznam.sk";;"www.szsbanha.edu.sk";"034058923";"pri zdravotníckom zariadení";;;;
